Estação;N;Gumbel;;;;Generalizada de Valores Extremos;;;;;;;;
;;csi;;alpha;;csi;;;alpha;;;kappa;;
;;MOM-L;ML;MOM-L;ML;MOM-L;ML;GEV;MOM-L;ML;GEV;MOM-L;ML;GEV
765001;31;63,654;63,656;22,328;23,366;62,531;64,181;63,535;19,767;23,421;23,397;-0,118;0,043;-0,011
766001;33;87,137;87,301;25,939;26,653;87,864;88,429;87,162;27,329;27,135;26,637;0,06;0,078;-0,011
770000;34;90,936;90,859;18,475;19,465;90,605;91,227;90,722;17,778;19,553;19,47;-0,04;0,034;-0,014
770001;21;78,957;78,529;14,586;17,376;81,965;81,648;78,891;18,731;17,906;17,146;0,388;0,332;0,049
771001;23;86,054;86,362;23,377;19,971;83,253;84,338;84,537;15,383;18,253;18,196;-0,332;-0,176;-0,15
772001;15;64,566;64,452;11,447;12,382;64,426;65,129;64,26;11,155;12,548;12,451;-0,027;0,102;-0,035
772002;25;87,759;88,464;20,778;17,1;85,426;85,795;86,625;14,326;14,259;14,637;-0,303;-0,315;-0,187
772003;21;66,638;66,695;31,763;31,463;65,269;65,902;65,422;28,698;31,137;31,151;-0,1;-0,044;-0,075
773000;31;79,167;79,386;24,172;23,173;78,327;78,729;78,386;22,328;22,77;22,659;-0,08;-0,053;-0,083
834007;45;104,502;104,824;32,209;31,171;103,073;103,972;103,698;28,999;30,754;30,731;-0,103;-0,049;-0,067
835048;42;82,393;82,082;28,985;32,02;85,366;86,644;83,221;33,908;33,732;31,886;0,205;0,263;0,076
835068;90;51,006;50,961;22,7;22,712;50,315;50,76;50,545;21,199;22,62;22,557;-0,07;-0,016;-0,035
835106;42;39,519;39,956;19,205;16,817;37,976;38,133;38,442;15,378;15,151;15,269;-0,2;-0,207;-0,162
835135;35;41,792;42,263;16,566;13,394;39,763;39,704;40,423;10,706;10,177;10,438;-0,343;-0,413;-0,24
835136;28;54,639;55,816;36,716;29,467;50,077;48,165;51,655;23,436;20,008;22,586;-0,35;-0,583;-0,234
835137;32;51,459;52,053;24,542;22,055;50,045;50,38;50,562;21,254;20,665;20,75;-0,137;-0,147;-0,129
835138;27;101,876;102,645;31,682;28,929;101,319;100,158;100,699;30,508;26,681;27,074;-0,039;-0,167;-0,127
835139;31;74,503;74,835;21,495;20,426;73,812;74,226;73,937;19,989;20,048;19,953;-0,074;-0,055;-0,084
835140;30;85,482;86,043;31,124;29,761;85,145;85,714;84,906;30,425;29,535;29,157;-0,024;-0,021;-0,075
835141;30;65,29;65,841;24,272;20,804;62,749;63,676;63,944;17,444;18,889;18,906;-0,277;-0,187;-0,155
836000;77;51,543;51,772;22,337;21,246;51,263;50,843;50,72;21,754;20,522;20,455;-0,028;-0,081;-0,093
836043;55;55,151;55,012;20,354;21,751;56,482;56,148;55,392;22,717;22,179;21,804;0,134;0,095;0,035
836092;32;59,622;59,699;18,347;19,056;60,376;60,946;59,693;19,75;19,6;19,055;0,086;0,121;-0,001
836093;29;56,752;57,314;26,613;24,395;55,72;55,88;55,857;24,328;23,27;23,259;-0,09;-0,112;-0,114
837000;46;54,83;54,953;21,307;21,559;55,696;56,06;54,88;22,92;22,207;21,534;0,085;0,094;-0,007
837038;44;47,119;47,432;23,079;22,285;47,268;47,499;46,758;23,377;22,334;21,895;0,014;0,006;-0,06
837053;15;54,372;55,409;31,072;27,457;53,509;47,824;53,204;29,209;19,803;24,759;-0,063;-0,605;-0,145
838000;77;50,71;50,915;18,271;17,353;50,186;50,269;50,149;17,138;16,895;16,841;-0,065;-0,069;-0,083
838002;52;59,863;59,781;20,484;21,759;61,221;61,304;60,217;22,89;22,376;21,808;0,136;0,129;0,041
838004;66;59,556;59,549;19,603;20,173;59,46;60,017;59,589;19,407;20,349;20,182;-0,011;0,043;0,004
838021;42;61,612;61,821;26,474;26,594;61,747;62,502;61,554;26,745;26,93;26,525;0,011;0,048;-0,02
838031;42;65,465;65,542;23,638;24,641;66,071;67,035;65,761;24,802;25,221;24,65;0,055;0,113;0,018
839009;51;54,83;54,95;18,275;18,253;55,104;55,312;54,727;18,813;18,462;18,163;0,032;0,036;-0,024
839013;37;56,375;56,377;19,494;20,596;57,695;58,062;56,605;21,827;21,302;20,605;0,139;0,15;0,023
839014;58;54,919;55,021;18,959;18,873;55,593;55,436;54,745;20,228;19,153;18,726;0,075;0,04;-0,028
839031;42;54,696;55,193;19,737;16,938;52,993;52,404;53,292;15,437;14,028;14,554;-0,218;-0,334;-0,202
839034;42;56,196;56,129;20,285;21,743;56,108;57,16;56,389;20,104;21,903;21,684;-0,01;0,09;0,025
839035;20;46,551;46,959;21,602;20,473;45,109;46,487;46,121;18,165;20,246;20,214;-0,162;-0,042;-0,08
840010;54;61,107;61,27;19,57;19,277;60,739;61,216;60,878;18,792;19,249;19,129;-0,042;-0,005;-0,04
840015;74;61,328;61,53;23,869;23,321;61,113;61,482;61,068;23,424;23,292;23,087;-0,02;-0,004;-0,039
841017;28;56,051;56,15;15,627;15,993;55,608;56,398;55,939;14,67;16,058;16,006;-0,064;0,029;-0,027
842014;15;64,577;65,335;36,249;36,041;64,337;66,297;64,373;35,757;36,403;36,079;-0,015;0,049;-0,056
843008;16;65,518;65,461;14,111;15,141;65,535;66,073;65,224;14,147;15,267;15,213;0,003;0,073;-0,034
843010;16;63,181;63,493;20,346;20,084;62,739;63,976;62,917;19,404;20,308;20,043;-0,049;0,046;-0,061
844008;49;73,985;74,934;35,952;29,594;69,772;70,255;71,218;24,061;24,379;24,66;-0,322;-0,311;-0,219
845003;35;70,19;70,186;12,308;13,023;70,869;71,262;70,309;13,538;13,457;13,022;0,114;0,153;0,02
845004;37;75,777;76,136;20,258;18,46;74,115;75,066;75,046;16,115;17,709;17,705;-0,205;-0,11;-0,112
845005;36;71,525;71,291;14,052;15,761;72,988;73,139;71,74;16,468;16,314;15,678;0,208;0,216;0,061
846005;34;70,897;71,361;21,651;19,622;69,692;69,949;70,044;18,864;18,494;18,536;-0,132;-0,136;-0,125
847001;42;82,544;82,651;20,185;20,517;82,935;83,1;82,472;20,944;20,72;20,477;0,042;0,04;-0,017
847002;30;80,638;80,983;18,58;17,75;80,621;80,942;80,315;18,545;17,721;17,367;-0,002;-0,004;-0,074
848000;44;85,481;85,614;14,669;14,551;85,595;85,983;85,409;14,897;14,766;14,475;0,017;0,047;-0,028
848001;31;81,502;81,351;15,354;16,999;81,996;82,722;81,616;16,292;17,253;16,91;0,068;0,151;0,034
848002;42;84,038;84,546;18,656;15,588;82,031;82,294;82,749;13,201;13,158;13,291;-0,287;-0,281;-0,2
848003;42;86,713;86,878;20,305;20,419;87,376;87,824;86,728;21,559;20,969;20,369;0,069;0,086;-0,015
848006;15;89,077;89,672;18,739;17,807;89,314;90,173;89,006;19,206;18,129;17,564;0,027;0,052;-0,077
849000;39;75,033;75,185;18,462;18,651;74,9;75,599;75,028;18,188;18,815;18,633;-0,016;0,042;-0,017
849002;39;73,983;73,969;13,752;14,264;75,197;74,964;73,982;15,816;14,823;14,268;0,178;0,126;0,002
850000;34;89,847;90,292;23,536;22,083;89,656;89,522;89,176;23,143;21,467;21,251;-0,018;-0,066;-0,098
850001;19;91,825;91,849;12,695;13,589;93,761;94,649;91,795;15,625;15,02;13,597;0,295;0,376;-0,009
855000;28;89,227;89,107;14,054;15,254;90,876;91,298;89,26;16,712;16,256;15,249;0,232;0,261;0,022
857000;18;88,646;88,352;17,1;19,17;92,361;91,94;88,328;22,121;20,542;19,175;0,406;0,337;-0,003
862000;26;84,079;84,027;16,988;18,547;85,407;86,367;84,257;19,289;19,334;18,482;0,159;0,234;0,027
863000;23;142,554;143,284;129,945;107,493;125,522;104,692;121,078;78,68;35,607;54,989;-0,379;-1,22;-0,316
863005;16;88,284;88,699;15,912;15,315;89,239;90,102;88,122;17,626;16,391;15,038;0,124;0,167;-0,077
865000;26;94,765;95,402;26,107;23,407;93,023;93,834;93,926;21,954;22,167;22,2;-0,162;-0,131;-0,122
867001;34;83,529;80,724;18,772;30,534;83,464;82,459;81,852;18,639;29,031;29,004;-0,008;0,102;0,076
867002;27;83,223;83,483;13,986;13,163;82,795;83,087;82,879;13,055;12,902;12,823;-0,07;-0,056;-0,089
869000;22;68,217;68,098;17,883;19,197;71,421;71,897;68,035;22,511;21,253;19,193;0,341;0,355;-0,007
870002;23;65,584;65,963;35,572;32,862;63,518;63,577;63,675;30,762;31,084;31,108;-0,139;-0,128;-0,121
872000;33;75,591;75,486;25,314;27,019;74,603;75,929;75,366;23,124;27,035;27,053;-0,09;0,03;-0,009
872001;32;83,064;83,329;18,183;17,631;82,576;83,378;82,869;17,132;17,657;17,484;-0,061;0,005;-0,053
935004;23;84,823;85,586;22,799;19,556;83,052;82,586;83,775;18,445;16,544;17,348;-0,192;-0,309;-0,166
935012;51;66,831;67,029;22,594;22,235;66,889;67,259;66,584;22,712;22,381;22,022;0,006;0,019;-0,039
935056;29;82,909;83,769;31,443;27,118;80,274;80,633;81,376;24,839;24,153;24,464;-0,21;-0,23;-0,162
935057;28;88,706;89,125;25,698;25,246;89,627;90,219;88,518;27,43;25,965;24,998;0,076;0,08;-0,049
936076;41;38,623;38,836;14,91;14,116;38,683;38,344;38,118;15,03;13,7;13,542;0,009;-0,066;-0,099
936110;29;61,91;62,01;33,162;34,432;62,858;63,604;61,776;34,971;35,083;34,415;0,061;0,085;-0,014
936111;27;50,358;50,667;16,717;15,735;50,432;50,193;49,862;16,866;15,343;15,12;0,01;-0,057;-0,1
936112;28;55,813;55,568;15,557;17,819;58,046;57,889;56,043;18,991;18,266;17,596;0,279;0,242;0,06
936113;28;54,248;54,802;20,106;17,022;52,386;48,591;52,67;15,306;10,044;13,832;-0,237;-0,897;-0,215
936114;29;56,203;56,032;24,751;27,312;58,676;59,038;56,514;28,866;28,16;27,178;0,2;0,204;0,039
936115;19;53,644;53,604;15,844;17,061;56,486;57,628;53,521;19,948;19,171;17,066;0,342;0,426;-0,011
937013;81;49,342;49,53;19,515;18,802;49,074;49,138;48,907;18,956;18,531;18,409;-0,031;-0,039;-0,063
937018;74;37,746;37,701;17,587;18,376;38,858;39,281;38,231;19,569;19,218;18,532;0,13;0,158;0,057
937023;75;42,371;42,583;19,741;18,702;41,689;41,877;41,746;18,246;18,202;18,141;-0,079;-0,071;-0,086
937031;39;42,222;42,684;18,557;16,234;40,841;40,742;41,187;15,192;14,375;14,594;-0,183;-0,235;-0,168
937032;38;44,419;44,378;15,7;16,465;45,424;45,283;44,409;17,489;16,877;16,471;0,132;0,1;0,004
939017;39;48,877;49,204;24,258;23,182;47,444;48,834;48,487;20,911;22,99;22,921;-0,141;-0,031;-0,062
940018;63;61,807;61,803;22,991;23,872;63,219;63,664;62,29;25,517;24,865;24,007;0,127;0,143;0,041
940024;69;47,399;47,343;17,572;18,688;47,789;48,333;47,777;18,326;18,959;18,693;0,047;0,1;0,047
940025;42;59,901;60,035;21,204;21,456;60,042;60,547;59,85;21,487;21,688;21,421;0,015;0,045;-0,017
940028;43;61,445;61,607;21,344;21,422;62,051;62,5;61,415;22,502;21,947;21,354;0,06;0,077;-0,018
941016;15;58,065;58,479;19,671;19,552;60,324;61,873;57,885;23,329;21,924;19,355;0,227;0,31;-0,063
942028;16;56,056;56,403;23,259;23,197;56,415;56,702;55,693;23,965;23,328;23,112;0,033;0,023;-0,062
945011;38;74,295;74,52;22,285;21,632;74,78;74,848;73,775;23,223;21,891;21,152;0,047;0,028;-0,068
945016;17;70,396;70,594;20,521;21,034;70,369;71,005;70,139;20,466;21,145;21,098;-0,003;0,035;-0,045
946003;36;78,36;78,697;20,204;19,155;78,5;78,341;77,833;20,484;18,87;18,534;0,015;-0,035;-0,088
947001;33;82,896;83,247;20,744;18,993;81,623;82,143;82,133;17,754;18,141;18,138;-0,147;-0,113;-0,114
948000;40;83,395;83,763;23,35;22,157;83,409;83,017;82,664;23,378;21,56;21,332;0,001;-0,062;-0,094
948001;43;78,142;78,533;20,064;17,926;76,42;77,215;77,274;15,721;16,931;16,938;-0,216;-0,137;-0,129
949000;42;77,231;77,297;21,041;21,497;78,721;79,319;77,308;23,659;22,791;21,501;0,145;0,171;0,001
949001;39;83,794;83,784;15,821;16,595;84,974;85,074;83,924;17,88;17,217;16,617;0,152;0,142;0,017
949003;19;86,504;86,604;13,99;14,585;87,632;88,13;86,426;15,935;15,308;14,589;0,164;0,192;-0,026
950000;23;59,773;59,823;21,477;22,715;62,36;62,459;59,775;25,623;23,945;22,717;0,238;0,212;-0,005
950002;29;65,686;63,75;17,933;27,012;68,718;70,3;69,443;22,392;25,277;28,379;0,324;0,249;0,135
950003;17;93,944;93,934;12,51;12,469;93,332;93,665;93,432;11,119;12,367;12,382;-0,115;-0,038;-0,077
951000;32;84,478;84,557;16,465;16,818;85,959;87,09;84,456;18,975;18,587;16,789;0,181;0,274;-0,012
954001;31;83,296;83,505;18,532;18,171;84,285;84,583;82,932;20,328;19,02;17,826;0,111;0,108;-0,062
956000;29;94,933;95,407;21,449;19,698;94,501;93,913;94,116;20,532;18,382;18,521;-0,045;-0,145;-0,124
956001;20;80,186;80,895;25,612;23,79;79,022;80,388;79,863;22,989;23,471;23,299;-0,106;-0,04;-0,087
956002;21;75,945;76,453;16,223;14,52;75,161;75,45;75,538;14,442;13,691;13,74;-0,113;-0,133;-0,121
957001;25;78,015;79,15;33,778;27,923;74,371;74,577;76,084;23,869;23,085;23,886;-0,288;-0,322;-0,185
957002;18;101,243;102,203;30,513;27,704;100,741;100,686;100,583;29,46;26,41;26,342;-0,037;-0,105;-0,113
961003;23;91,59;92,152;22,14;20,009;90,282;91,012;90,984;19,086;19,142;19,131;-0,141;-0,11;-0,113
962000;23;87,992;88,128;22,98;23,649;88,93;88,941;87,752;24,727;23,982;23,623;0,086;0,062;-0,033
963000;28;98,219;99,368;39,633;32,563;93,495;95,172;95,865;26,183;28,165;28,181;-0,33;-0,239;-0,179
963001;38;93,563;93,342;15,391;17,092;95,329;95,102;93,798;18,251;17,647;17,039;0,227;0,188;0,056
963004;25;84,957;85,057;17,283;18,052;86,43;87,445;85,025;19,802;19,304;18,051;0,172;0,243;-0,004
965001;32;63,14;62,541;23,183;26,921;67,517;66,551;63,551;29,4;27,864;26,598;0,358;0,272;0,082
966000;31;86,263;85,792;19,819;22,759;86,504;87,307;86,177;20,294;22,828;22,585;0,026;0,124;0,036
966001;22;67,883;67,566;15,496;17,646;71,989;77,198;67,836;20,604;24,864;17,568;0,486;1,036;0,035
967000;38;87,663;87,732;14,649;15,188;88,245;88,909;87,83;15,737;15,736;15,196;0,084;0,144;0,014
967001;15;66,369;67,078;26,388;25,026;67,424;67,523;65,894;28,356;25,373;24,271;0,084;0,032;-0,093
967004;28;77,255;77,065;34,708;37,737;81,341;81,481;77,526;41,29;39,398;37,682;0,233;0,213;0,026
967005;17;88,708;89,13;17,718;16,463;87,58;88,523;88,312;15,049;16,129;16,108;-0,153;-0,067;-0,094
968004;22;90,815;91,481;18,377;15,287;88,936;89,252;89,935;13,37;13,003;13,336;-0,268;-0,284;-0,172
972000;30;84,288;84,693;22;20,903;84,22;84,482;83,829;21,862;20,744;20,36;-0,007;-0,019;-0,082
1036005;83;71,135;71,249;25,501;25,081;70,565;70,8;70,583;24,286;24,836;24,766;-0,05;-0,032;-0,05
1036007;74;57,056;56,947;26,016;26,874;58,275;57,773;57,054;28,259;27,314;26,916;0,098;0,055;0,008
1036048;36;52,259;52,24;15,08;15,869;53,138;53,37;52,327;16,661;16,37;15,878;0,12;0,13;0,011
1036062;25;69,049;69,699;30,677;28,701;68,799;68,61;68,17;30,161;27,831;27,56;-0,018;-0,071;-0,102
1036063;26;82,772;82,426;22,118;25,011;84,761;84,155;82,712;25,489;25,245;24,903;0,181;0,126;0,025
1037004;34;76,274;76,652;30,465;29,056;77,117;75,864;75,11;32,076;28,358;27,76;0,059;-0,051;-0,102
1037007;63;84,718;84,593;28,31;29,672;86,618;86,687;85,183;31,671;30,742;29,843;0,138;0,128;0,039
1037049;56;51,079;51,177;23,381;23,372;52,45;52,681;50,98;25,847;24,484;23,264;0,121;0,118;-0,017
1037078;29;77,044;77,487;26,317;24,834;76,175;76,929;76,443;24,419;24,447;24,239;-0,076;-0,043;-0,084
1039019;69;47,969;48,317;21,628;19,795;46,899;46,774;46,882;19,192;18,514;18,564;-0,116;-0,147;-0,135
1039025;29;49,097;49,195;18,609;19,364;50,49;50,647;49,176;21,038;20,03;19,363;0,153;0,137;-0,002
1040025;33;63,965;64,274;23,044;22,657;64,781;65,229;63,754;24,579;23,311;22,416;0,075;0,078;-0,046
1040026;33;55,9;55,814;16,942;18,494;56,96;57,23;56,11;18,834;18,842;18,431;0,129;0,142;0,034
1040027;26;53,751;54,062;21,754;21,309;54,913;55,508;53,424;23,865;22,411;20,982;0,111;0,124;-0,061
1041014;15;56,341;56,734;18,477;18,047;56,895;57,015;56,096;19,531;18,202;17,876;0,064;0,029;-0,072
1042012;39;60,317;60,494;17,446;17,182;60,606;60,634;60,05;18,01;17,272;16,965;0,036;0,015;-0,05
1044008;16;64,894;65,563;22,597;20,459;63,056;64,689;64,49;18,027;19,938;19,913;-0,203;-0,08;-0,101
1045006;17;76,778;77,412;21,204;20,094;76,677;77,804;76,689;20,997;20,344;19,833;-0,011;0,037;-0,074
1046001;21;80,935;81,452;19,747;18,291;80,715;80,712;80,432;19,29;17,679;17,487;-0,025;-0,076;-0,107
1047000;41;81,537;81,272;23,215;25,512;81,952;82,809;81,718;24,026;25,802;25,431;0,039;0,112;0,036
1047001;38;78,831;78,988;20,599;20,901;78,905;79,854;78,895;20,746;21,287;20,891;0,008;0,078;-0,009
1047002;43;73,708;74,146;33,222;26,019;68,742;70,659;70,834;16,385;21,545;21,376;-0,481;-0,208;-0,184
1048000;39;84,278;84,104;18,274;19,994;85,918;86,102;84,586;21,055;20,681;19,96;0,181;0,183;0,05
1048001;41;76,028;75,637;21,518;24,895;79,149;80,078;76,902;26,305;26,018;24,348;0,282;0,337;0,114
1048003;60;74,105;74,298;16,735;16,053;73,779;73,937;73,713;16,046;15,807;15,696;-0,044;-0,042;-0,07
1048005;39;81,782;81,897;18,067;18,321;82,011;82,376;81,732;18,519;18,538;18,288;0,027;0,048;-0,018
1049001;28;86,824;86,69;21,483;23,372;87,927;89,51;86,949;23,495;24,433;23,304;0,107;0,227;0,025
1050000;32;82,602;82,856;27,364;26,184;81,133;81,986;81,681;23,984;25,673;25,596;-0,127;-0,061;-0,085
1050002;29;83,451;83,522;17,857;18,26;85,065;85,105;83,29;20,589;19,257;18,179;0,182;0,156;-0,026
1051001;32;86,867;86,699;21,458;23,227;89,448;89,402;87,029;25,597;24,389;23,231;0,237;0,211;0,03
1052000;28;73,525;73,814;20,66;20,461;73,942;74,545;73,404;21,47;20,883;20,343;0,043;0,066;-0,041
1053001;19;85,226;85,963;22,965;20,859;84,812;84,8;84,728;22,093;19,877;19,83;-0,04;-0,106;-0,113
1054000;32;85,852;86,139;22,177;21,592;85,313;86,145;85,522;21,023;21,595;21,353;-0,055;0,001;-0,057
1054002;15;96,061;96,668;28,756;28,207;98,574;99,995;95,629;33,035;30,652;27,718;0,176;0,211;-0,075
1055001;38;84,068;84,027;27,31;27,42;82,1;83,57;83,305;22,548;27,33;27,397;-0,176;-0,03;-0,05
1055002;28;81,086;81,222;29,711;30,978;81,776;83,293;81,179;31,043;31,757;30,981;0,05;0,126;-0,003
1055003;16;91,553;92,469;20,924;16,551;88,838;90,063;90,727;12,805;13,953;14,123;-0,374;-0,284;-0,174
1055004;17;96,887;97,388;20,067;18,972;96,816;97,09;96,518;19,922;18,774;18,518;-0,008;-0,029;-0,089
1056001;19;93,293;94,09;21,33;18,587;92,03;91,759;92,63;18,379;16,384;16,999;-0,142;-0,246;-0,143
1057001;27;96,643;96,702;16,012;16,697;96,76;97,6;96,63;16,247;17,001;16,706;0,016;0,101;-0,009
1058002;26;84,578;84,636;18,182;18,86;85,254;85,767;84,475;19,45;19,355;18,851;0,078;0,111;-0,018
1058003;24;87,769;86,437;14,591;22,121;91,295;91,849;87,842;19,16;19,766;19,311;0,447;0,506;0,172
1058004;21;79,628;79,774;22,877;24,418;80,904;81,732;79,762;25,183;24,938;24,422;0,116;0,149;-0,001
1058005;21;81,5;80,754;16,301;21,545;85,511;88,632;81,661;21,459;22,976;20,196;0,455;0,746;0,11
1059000;29;98,943;99,769;29,527;25,942;97,13;95,979;97,452;25,269;22,278;23,331;-0,147;-0,29;-0,162
1060001;16;89,525;90,254;25,305;24,284;89,899;90,976;89,427;26,04;24,727;24,029;0,032;0,055;-0,071
1061002;24;89,32;89,816;22,494;21,014;88,972;89,013;88,686;21,763;20,374;20,172;-0,035;-0,071;-0,103
1061003;26;89,355;89,011;16,536;19,041;92,528;92,337;89,504;21,02;19,936;18,841;0,363;0,322;0,059
1062001;34;87,855;88,453;26,238;23,882;86,785;86,682;86,852;23,855;22,367;22,461;-0,095;-0,142;-0,126
1062002;34;88,132;87,718;20,832;23,467;89,343;88,746;87,955;23,012;23,613;23,419;0,12;0,078;0,02
1062004;22;97,777;98,094;27,223;27,457;97,882;99,391;97,59;27,435;28,079;27,408;0,008;0,088;-0,039
1063000;31;82,328;82,249;16,981;18,541;83,243;84,147;82,559;18,641;19,096;18,462;0,112;0,191;0,036
1063001;24;79,592;79,968;44,364;41,716;74,75;78,121;77,881;31,129;40,995;41,099;-0,292;-0,077;-0,09
1065002;34;83,578;84,143;22,626;19,785;81,486;82,497;82,646;17,235;18,455;18,473;-0,237;-0,157;-0,139
1067002;19;93,592;94,346;23,776;21,859;93,034;93,658;93,213;22,584;21,337;21,087;-0,053;-0,059;-0,1
1067003;19;88,393;87,769;26,172;31,486;88,884;90,317;88,194;27,128;31,01;31,047;0,04;0,152;0,032
1068000;28;82,707;83,044;20,201;19,132;83,237;82,51;81,999;21,217;18,656;18,245;0,056;-0,052;-0,105
1069000;27;79,135;79,273;16,051;16,335;80,559;81,46;79,1;18,471;17,774;16,29;0,179;0,243;-0,022
1137001;72;72,068;72,307;25,563;24,883;71,808;72,15;71,74;25,023;24,788;24,587;-0,023;-0,011;-0,044
1137017;70;64,474;64,562;29,67;30,008;65,282;65,613;64,606;31,215;30,605;30,026;0,058;0,065;0,003
1137027;42;80,892;81,136;22,986;22,551;80,341;81,244;80,674;21,809;22,606;22,398;-0,054;0,009;-0,041
1137042;28;62,578;63,193;20,635;17,784;60,857;61,155;61,643;16,326;15,863;16,077;-0,209;-0,226;-0,159
1137043;23;61,379;61,737;17,624;17,11;61,573;62,173;61,219;18,009;17,384;16,911;0,024;0,047;-0,061
1138002;61;51,844;51,908;19,246;19,387;51,821;51,879;51,607;19,199;19,374;19,286;-0,003;-0,003;-0,029
1138014;57;52,541;53,074;28,201;25,571;51,237;50,514;50,95;25,257;23,251;23,506;-0,108;-0,191;-0,153
1138026;29;43,855;44,342;19,397;17,638;43,183;43,046;43,188;17,921;16,522;16,608;-0,08;-0,141;-0,124
1139022;34;49,138;49,521;22,823;21,493;49,307;48,703;48,374;23,159;20,791;20,556;0,016;-0,072;-0,103
1140000;47;60,144;60,325;20,429;20,304;60,326;60,773;60,054;20,789;20,56;20,202;0,019;0,041;-0,026
1140010;40;61,87;62,112;23,124;22,855;61,777;62,296;61,649;22,936;22,953;22,694;-0,009;0,015;-0,04
1140031;33;62,172;62,647;25,688;24,464;62,335;62,512;61,667;26,013;24,362;23,836;0,014;-0,01;-0,079
1140032;31;67,101;68,184;35,441;29,998;63,907;62,509;64,779;27,275;23,916;25,473;-0,229;-0,385;-0,196
1140033;34;57,316;57,892;27,397;25,255;56,545;56,478;56,419;25,731;24,1;24,065;-0,064;-0,107;-0,112
1141014;27;61,875;62,471;21,378;18,809;60,452;60,515;60,983;17,986;16,997;17,243;-0,161;-0,206;-0,148
1142017;43;61,03;61,366;22,675;19,992;58,414;59,873;59,886;15,347;18,976;18,966;-0,315;-0,123;-0,122
1142020;36;63,148;63,74;24,055;21,124;61,277;61,613;61,994;19,451;19,199;19,352;-0,193;-0,197;-0,154
1143002;70;67,437;67,962;26,292;23,094;65,435;64,881;65,501;21,392;20,081;20,398;-0,188;-0,26;-0,194
1143005;23;68,65;68,987;24,16;24,486;69,448;70,071;68,638;25,67;24,958;24,469;0,07;0,081;-0,03
1143010;77;67,577;67,707;20,471;19,777;66,659;67,146;67,016;18,404;19,466;19,435;-0,105;-0,052;-0,066
1144005;47;67,428;67,676;18,275;17,212;66,793;67,143;66,945;16,882;16,837;16,753;-0,08;-0,06;-0,084
1144014;33;57,969;57,042;19,105;23,452;62,599;60,929;64,887;25,097;24,156;28,861;0,448;0,297;0,069
1144027;84;68,763;68,804;17,782;17,891;69,489;69,581;68,872;19,134;18,405;17,926;0,086;0,08;0,007
1145001;66;65,453;65,173;16,857;18,816;67,013;67,303;66,161;19,489;19,495;18,806;0,186;0,209;0,107
1145004;36;54,282;53,966;27,394;29,318;56,612;55,004;53,888;31,378;29,757;29,304;0,172;0,063;-0,005
1145013;36;65,684;66,235;21,885;17,977;62,9;63,988;64,285;13,667;15,659;15,629;-0,362;-0,231;-0,183
1145014;45;67,802;67,529;17,664;19,163;68,106;67,627;67,37;18,258;19,183;19,16;0,037;0,009;-0,015
1145019;26;68,059;68,584;19,075;16,736;66,895;66,318;67,124;16,342;14,52;15,054;-0,146;-0,271;-0,159
1145020;16;62,874;63,286;13,937;13,045;63,111;63,288;62,634;14,401;13,047;12,593;0,037;0;-0,097
1146000;35;71,9;72,159;20,13;19,635;72,057;72,132;71,565;20,442;19,618;19,352;0,017;-0,002;-0,059
1147000;39;72,704;72,993;16,78;15,848;72,526;72,468;72,236;16,41;15,449;15,317;-0,024;-0,062;-0,091
1147001;20;77,556;77,422;12,814;14,241;79,889;79,824;77,483;16,168;15,117;14,225;0,346;0,307;0,01
1147002;44;70,778;70,918;20,012;20,007;70,88;71,416;70,66;20,217;20,282;19,918;0,011;0,046;-0,026
1147003;36;75,661;75,893;14,77;13,74;74,415;75,321;75,247;11,643;13,448;13,459;-0,212;-0,076;-0,088
1148000;45;76,387;76,044;14,83;16,861;78,83;78,946;76,895;18,449;17,913;16,76;0,316;0,315;0,107
1149000;41;92,815;92,938;17,662;17,875;93,43;93,965;92,862;18,821;18,463;17,853;0,074;0,106;-0,009
